id,text,sarcastic,rephrase,dialect
226,اكفى القدر على فمها ..تطلع البنت لامها,1,البنت تشبه امها كثيرا وتتميز بها,nile
227,حسام البدري بياخد ٨٠٠ الف في الشهر بيلعب ٥ ماتشات في السنة بيتعادل منهم ٤ يعني النقطة واقفة علينا بمليون ونص,1,مدرب فاشل وبياخد فلوس كتير عالفاضي,nile
228,في منك على موز,1,أنت بتفهم فى كل حاجة بلاش تباهى,levant
229,الله يخربيتكم خلتونا زي الغفر بتاع الدورية في عيون اجوزانا,1,بقى شكلنا وحش فى عيون أزواجنا بعد ما شافوا جمالكم,nile
230,اللي بيته من إزاز ميحدفش الناس بالطوب,1,شخص معيوب وبيعيب على الناس بعيوبه ومش واخد باله انه معيوب,nile
231,الماء والخضره والوجه الحسن,1,السعاده مكتمله بكل شئ فى وجود الاحباب,nile
232,لا تكثري اكل عشان ما تصيري دبة,1,لا تكثري الاكل حتى لا تسمني,levant
233,شد عليه السفون,1,انس امر ذلك الشخص,nile
234,حارس المرمي يشعر بالملل مع خمسه أخرون,1,حارس المرمي لا يتعرض لأى فرص او تسديدات من الفريق المنافس,nile
235,فهمو ع قدو,1,فهمو قليل,levant
236,تروسيكل بيتحرك لوحده زمن الهلس بعينه احنا ف بحر الهلس واللهي اخوالنا,1,لا يوجد تروسيكل بيتحرك بنفسه هذا  هلس لا يطاق,nile
237,كان ديكان يعيشان في سلام حتى ظهرة دجاجة,1,معضم المعارك و الحروب كانت بسبب انثى,msa
238,انت لا محصل رونالدو ولا ميسي,1,انت مبتعرفش تلعب,nile
239,الغريب اعمى ولو كان بصير,1,الغريب بأرض ليست ارضه هو يحتاج للمساعدة,nile
240,أصعب  شعور لما تسال سؤال في قروب ومحد يرد عليك وبعده يسولفون بموضوع ثاني يجيك احساس أنك لمبه بالحووش مشغلينها الظهر,1,شخص كانه ما هو موجود,gulf
241,انت شايفني كيس جوافه,1,انت شايفني شفاف يعني مليش لازمه,nile
242,ويندوز احسن نظام تشغيل بالدنيا,1,ويندوز نظام تشغيل سيء,levant
243,ايش تعمل الماشطة فى الوش العكر,1,انت وحش ومهما لبست حلو برضه مفيش فايدة,nile
244,يوم القيامة يوم الجممعة الجاية,1,دي نهاية العالم,nile
245,ساصدق قزانة الدشرة و مانامنش اتصالات الجزائر استغفر الله العظيم,1,أتصالات الجزائر كادبين,magreb
246,حنا الماليك تعنا يعطينا البنان عاش الماليك هههه,1,الشعب المغربي يركع لغير الله و فرحان,magreb
247,موهبة مظلومة تستحق الظلم أكثر,1,موهبة مظلومة بس تستاهل لأنها سيئة,msa
248,المسلسلات الهندي دي ميتزهقش منها خالص واحداثها سريعه,1,المسلسلات الهندي ممله اووي,nile
249,سعادة بطني أولا ثم سعادة الناس,1,الاول اكل واستمتع واتبسط وبعدها افكر فسعادة الناس,nile
250,عادت ريمة لعادتها القديمة,1,شخص لا يترك عاداته السيئة,nile
251,دة فاكر نفسة دييغو مارادونا,1,ده غبي لكن فاكر نفسه لاعب كورة زي مارادونا,nile
252,مافي حدا مثله يضحك عليك,1,مفيش حد مثله في الخداع,levant
253,دا واد خلاصة كييف مصاصة,1,هذا غبي,nile
254,هوا ينفع المية ترجع لمجاريها يا حج . ينفع بس هترجع وسخه,1,انت معفن كده كده مستحيل تنضف,nile
255,المية تكدب الغطاس,1,يحتار ناس بخبرة شخص فيدخلوه في تجربة حتى يتاكدوا من قدراته,nile
256,طالما البرص مشفش الشبشب هيفضل فاكر نفسه تمساح,1,طالما المغرور محدش وقفه عند حده هيفضل يتمادي في الغرور والتكبر,nile
257,قليل البخت يلاقى العظم فى اللحمة,1,قليل الحظ قليل الفرص,nile
258,ياويلكم ياويلكم ب برنس الفصول وفخر المناخ وهبة ميل الأرض عن محورها,1,الشتاء قادم وهو افضل فصول السنة,nile
259,وفد بحالوا لوقف شاكوش .... نحن دائماً نجعل من البرص تمساح,1,نحن من نصنع من التافهين مثل شاكوش مشاهير,nile
260,احترس من قرني الثور وحوافر الحصان وابتسامة بعض الناس,1,عليك ان تحترس من بعض الناس اللي تظهر لك الخير والشر يملا قلبهم,msa
261,الي يحبك يبلعلك الزلط والي يكرهك يستنالك الغلط,1,كل من يحب يسامح وكل من يكره ينتهز الفرصة لاظهار عيوبك,nile
262,برضك هنتجوز تاني من بتوع لبنان هات اربعه يبني من بيروت,1,بنات لبنان قمرات لازم أتجوز منهم ,nile
263,وعرفت ازاى انك فقدت الشغف مابقاش عايز اجيب السياره الراقصة,1,مابقاش فى حاجه بقت يتلفت انتباهى,nile
264,فاكر نفسك عبقرى,1,أنت مبتفهمش,nile
265,قال يعنى الريح حتبقه نسمة لو الشجر ينحنى,1,قال يعنى حتتحسن الأمور لما نخضع لها,nile
266,مع احترامى لكل انواع الكافيين ومشتقاته بس مافيش حاجة بتسهرنى زى خيبتى,1,والله حتى لو شربت عشرين فنجان قهوة برده بسهر ويقلق وبفكر فى حياتى البايظه,nile
267,صبح على اى رجوله ومسي على كل الناس,1,انه بيسلم ويقدر اى راجل بيقف معاه,nile
268,هالشب أطول من يوم الجمعة,1,الشب طويل,levant
269,"مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع 0,26 ريال ويقولك : هل تريد إجراء عملية اخرى ! يعني وش بتعطيني علك طلع البطاقه طلعت روحك",1,مايقهرك إلا الصراف يوم تسوي كشف عن الرصيد يطلع الرصيد فاضي ويقولك اذا كنت تريد عمليات اخرى,gulf
270,ايه يا واد الذكاء دا كله,1,ايه الغباء ده,nile
271,تسلم النحلة اللى جابتك ياعسل,1,بنت حلوة,nile
272,ماتاكلش دماغي أنا مش ناقص,1,متزعجنيش أنا مشغول,nile
273,العرب ظاهرة صوتية غير موزونة وغير مقفاة.,1,اتفقا العرب ان لا يتفقوا,msa
274,كنت حاسس نفسي بتفرج علي الجونه وحرس الحدود اقسم بالله,1,مباراة مصر وانجولا اداء الفريقين سئ جدا,nile
275,عارف لما تكون لوحدك بالليل وتحس أن فى خيال وراك وتلف ومتلاقيش حاجه دى بختك اللى ملازمك فى كل حته,1,يعنى مهما تروح اى مكان بردو لا مفر مش هتعرف تهرب من خيباتك,nile
276,فى ناس لو الأرض انشقت وبلعتهم  الأرض هيجيلها تسمم,1,فى ناس شريرة جدا حتى لما يموتوا ,nile
277,دق الطاسه تجيك ألف رقاصة,1,الفضايح بتلم الناس عشان تعرف الخبر,levant
278,ما يبقى في الواد غير حجارو,1,ما ادوم غير الصح,magreb
279,الحمد لله ماعدت بحاجه لعلاج الضغط والسكر مروان محسن مشى من الاهلى,1,مروان محسن لاعب فاشل ومشى من الأهلى,nile
280,الحمدلله ايفون 8 كدا سعره هينزل ابقي اجيبه بقي,1,الأيفون غالى ومش هعرف أجيبه غير لما موديله يقدم,nile
281,سيبك منه يا عم ده يومه بسنة,1,هو بطئ ومش هيخلص اللى وراه بسرعة,nile
282,ايه الجو النار ده أمال هنعمل ايه في يوليو وأغسطس,1,الجو حار جدا فى مايو,nile
283,المرتبات الكبيرة دى بتاعت العيال التوتو أما صراع البقاء على قيد الحياة لاخر الشهر ده للرجالة,1,المرتبات الصغيره لتصنع من الإنسان راجل قادر على تحدى الصعاب,nile
284,قال للاعبين ما تقابلونيش كي المخطوبات,1,المدرب طلب من الاعبين تفادي صبغ الشعر بالون الأصفر,magreb
285,الجهاز هون كثير ممتاز و ما بعلق ابدا، صرلي ساعة بستنى,1,الجهاز كثير بطيء و بعلق طول الوقت,levant
286,فري فاير فاكرة نفسها احسن من ببجي,1,فري فايرلعبة وحشة,nile
287,نافخلي نفسه وعاملي فيها جاكي شان,1,فاكر نفسه قوي,nile
288,مؤكد العربية ديه حتنطلق للخلف بتوجيهاتكم,1,لن تستطيعوا تصنيع السيارة لانكم فاشلون جدا,nile
289,جت الحزينه تفرح شغلت شريط حكيم وقعدت ترقص,1,ان وجود الحزم مش مسموح بيه وسط الفرح,nile
290,الليمون اللى هتعسره ع نفسك بكام,1,انت متسحمل الكلام اللى بيتقال دا ازاى,nile
291,متعمليش فيها محمد صبحي يا عم انت,1,متعملش نفسك محترم,nile
292,هو أنت كدة عايش؟ يا بني دا أنت ميت بالحياة,1,أنت حياتك صعبة ومش طبيعية ,nile
293,الحكم مدي 3 سنين وقت بدل ضايع,1,الحكم عطى وقت بدل ضايع كبير اوي,nile
294,وهناك من يمشي بثلاث فردات من الأحذية اثنتان في رجليه، وواحدة في رأسه,1,فيه ناس مبتفهمش,msa
295,من كتر بطولات الزمالك مش لاقى مكان فى النادى يشيلهم فيه,1,قلة بطولات نادى الزمالك مقارنة بنادى الاهلى,nile
